company,country,sector
Sumitomo Mitsui Trust Holdings Inc. (MIU),Germany,Banking/Credit Companies
Sumitomo Mitsui Trust Holdings Inc. (8309),Japan,Banking/Credit Companies
Sumitomo Mitsui Trust Holdings Inc. (CMTDF),United States,Banking/Credit Companies
Sumitomo Mitsui Trust Holdings Inc. ADR (SUTNY),United States,Banking/Credit Companies
Summit Bancshares Inc. (SMAL),United States,Banking/Credit Companies
Summit Bank (SBKO),United States,Banking/Credit Companies
Summit Financial Group Inc. (SMMF),United States,Banking/Credit Companies
Summit State Bank (SSBI),United States,Banking/Credit Companies
Sun Bancorp Inc. (New Jersey) (SNBC),United States,Banking/Credit Companies
Suncrest Bank (SBKK),United States,Banking/Credit Companies
Sunnyside Bancorp Inc. (SNNY),United States,Banking/Credit Companies
Sunshine Bancorp Inc. (SBCP),United States,Banking/Credit Companies
Sunshine Financial Inc. (SSNF),United States,Banking/Credit Companies
SunTrust Banks Inc. (STI),United States,Banking/Credit Companies
SunTrust Banks Inc. Dep. Pfd. (Rep 1/4000th Interest in a share of Perp. Pfd. Series A) (STI.PA),United States,Banking/Credit Companies
SunTrust Banks Inc. Dep. Pfd. (Rep. 1/4000th Perp. Pfd. Series E) (STI.PE),United States,Banking/Credit Companies
Surrey Bancorp (SRYB),United States,Banking/Credit Companies
Suruga Bank Ltd. (8358),Japan,Banking/Credit Companies
Susquehanna Community Financial Inc. (SQCF),United States,Banking/Credit Companies
Sussex Bancorp (SBBX),United States,Banking/Credit Companies
SVB Capital II 7% Cum. Trust Pfd. Secs. (SIVBO),United States,Banking/Credit Companies
SVB Financial Group (SV4),Germany,Banking/Credit Companies
SVB Financial Group (SIVB),United States,Banking/Credit Companies
Svenska Handelsbanken AB ADR (SVNLY),United States,Banking/Credit Companies
Svenska Handelsbanken BEAR NORSK HYDRO (16/05/40) (BEARNHYHA),Norway,Banking/Credit Companies
Svenska Handelsbanken Series A (SHBA),Sweden,Banking/Credit Companies
Svenska Handelsbanken Series A (SVHH),Germany,Banking/Credit Companies
Svenska Handelsbanken Series A (SVNLF),United States,Banking/Credit Companies
Svenska Handelsbanken Series B (SHBB),Sweden,Banking/Credit Companies
Swedbank AB (SWDBF),United States,Banking/Credit Companies
Swedbank AB ADR (SWDBY),United States,Banking/Credit Companies
Swedbank AB Series A (FRYA),Germany,Banking/Credit Companies
Swedbank AB Series A (SWEDA),Sweden,Banking/Credit Companies
Swedbank AB Series A (SWEDA),Switzerland,Banking/Credit Companies
Sydbank A/S (SYDB),Denmark,Banking/Credit Companies
Syndicate Bank Ltd. (532276),India,Banking/Credit Companies
Synovus Financial Corp. (SNV),United States,Banking/Credit Companies
Synovus Financial Corp. Fixed-to-Floating Rate Non-Cum. Perp. Pfd. Series C (SNV.PC),United States,Banking/Credit Companies
T Bancshares Inc. (TBNC),United States,Banking/Credit Companies
Taichung Commercial Bank Co. Ltd. (2812),Taiwan,Banking/Credit Companies
Surgutneftegaz JSC (SNGS),Russia,Fossil Fuels Companies
Surgutneftegaz JSC ADR (SGN),Germany,Fossil Fuels Companies
Surgutneftegaz JSC ADR (SGTZY),United States,Fossil Fuels Companies
Surgutneftegaz JSC ADR (SGGD),United Kingdom,Fossil Fuels Companies
Surgutneftegaz JSC ADR Pfd. (SGNV),Germany,Fossil Fuels Companies
Surgutneftegaz JSC ADR Pfd. (SGTPY),United States,Fossil Fuels Companies
Surgutneftegaz JSC Pfd. (SNGSP),Russia,Fossil Fuels Companies
Surya Esa Perkasa (ESSA),Indonesia,Fossil Fuels Companies
Suzhou Douson Drilling & Production Equipment Co. Ltd. (603800),China,Fossil Fuels Companies
SVOGL Oil Gas & Energy Ltd. (522175),India,Fossil Fuels Companies
Swift Energy Co. (SWTF),United States,Fossil Fuels Companies
Sylios Corp. (UNGS),United States,Fossil Fuels Companies
Synergy Resources Corp. (SYRG),United States,Fossil Fuels Companies
Synstream Energy Corp. (SHM),Canada,Fossil Fuels Companies
TAG Oil Ltd. (TAOIF),United States,Fossil Fuels Companies
TAG Oil Ltd. (T0P),Germany,Fossil Fuels Companies
TAG Oil Ltd. (TAO),Canada,Fossil Fuels Companies
Taipan Resources Inc. (TPN),Canada,Fossil Fuels Companies
Taipan Resources Inc. (TAIPF),United States,Fossil Fuels Companies
Tallgrass Energy GP LP (T4L),Germany,Fossil Fuels Companies
Tallgrass Energy GP LP Cl A (TEGP),United States,Fossil Fuels Companies
Tallgrass Energy Partners LP (TEP),United States,Fossil Fuels Companies
Tallgrass Energy Partners LP (TGJ),Germany,Fossil Fuels Companies
Talon Petroleum Ltd. (TPD),Australia,Fossil Fuels Companies
Tamarack Valley Energy Ltd. (TNEYF),United States,Fossil Fuels Companies
Tamarack Valley Energy Ltd. (TVE),Canada,Fossil Fuels Companies
Tamaska Oil & Gas Ltd. (TMK),Australia,Fossil Fuels Companies
Tamm Oil & Gas Corp. (TAMO),United States,Fossil Fuels Companies
Tanager Energy Inc. (TAN),Canada,Fossil Fuels Companies
Tanager Energy Inc. (MNIRF),United States,Fossil Fuels Companies
Tanjung Offshore Bhd (TGOFFS),Malaysia,Fossil Fuels Companies
Tap Oil Ltd. (TAPOF),United States,Fossil Fuels Companies
Tap Oil Ltd. (TAP),Australia,Fossil Fuels Companies
Targa Resources Corp. (TRGP),United States,Fossil Fuels Companies
Targa Resources Corp. (TAR),Germany,Fossil Fuels Companies
Targa Resources Partners L.P. 9% Pfd. Series A (NGLS.PA),United States,Fossil Fuels Companies
Target Energy Ltd. (TEX),Australia,Fossil Fuels Companies
Tatneft PJSC (TATN),Russia,Fossil Fuels Companies
Tatneft PJSC ADR (OAOFY),United States,Fossil Fuels Companies
Tatneft PJSC GDR (TTFB),Germany,Fossil Fuels Companies
Tatneft PJSC GDR (ATAD),United Kingdom,Fossil Fuels Companies
Tatneft PJSC Pfd. (TATNP),Russia,Fossil Fuels Companies
TBSS International (TBSS),United States,Fossil Fuels Companies
TC PipeLines L.P. (TCP),United States,Fossil Fuels Companies
Technip S.A. (TNHPF),United States,Fossil Fuels Companies
Technip S.A. (TEC),France,Fossil Fuels Companies
Technip S.A. (THP),United States,Fossil Fuels Companies
Technip S.A. (TEC),Switzerland,Fossil Fuels Companies
Technip S.A. ADR (TKPPY),United States,Fossil Fuels Companies
Teekay LNG Partners L.P. 9% Cum. Redeem. Pfd. Series A (TGP.PA),United States,Fossil Fuels Companies
Teekay LNG Partners L.P. Un (THH),Germany,Fossil Fuels Companies
Teekay LNG Partners L.P. Un (TGP),United States,Fossil Fuels Companies
Teho International Inc. Ltd. (5OQ),Singapore,Fossil Fuels Companies
TEL Offshore Trust UBI (TELOZ),United States,Fossil Fuels Companies
Tengasco Inc. (TGC),United States,Fossil Fuels Companies
Tenth Avenue Petroleum Corp. (TPC),Canada,Fossil Fuels Companies
Terra Energy & Resource Technologies Inc. (TEGR),United States,Fossil Fuels Companies
Terra Energy Corp. (TTRHF),United States,Fossil Fuels Companies
Terrace Energy Corp. (TZR),Canada,Fossil Fuels Companies
Terrace Energy Corp. (TCRRF),United States,Fossil Fuels Companies
Tesco Corp. (TESO),United States,Fossil Fuels Companies
Tesco Corp. (TS3),Germany,Fossil Fuels Companies
Tesla Exploration Ltd. (TXLZF),United States,Fossil Fuels Companies
Tesoro Corp. (TX5),Germany,Fossil Fuels Companies
Tesoro Corp. (TSO),United States,Fossil Fuels Companies
Tesoro Corp. (TSO),Mexico,Fossil Fuels Companies
Tesoro Corp. BDR (TSOR34),Brazil,Fossil Fuels Companies
Tesoro Logistics LP (TLLP),United States,Fossil Fuels Companies
Tethys Oil AB (TETY),Sweden,Fossil Fuels Companies
Tethys Petroleum Ltd. (TPL),Canada,Fossil Fuels Companies
Tethys Petroleum Ltd. (TETHF),United States,Fossil Fuels Companies
Tethys Petroleum Ltd. (TPL),United Kingdom,Fossil Fuels Companies
Tetra Technologies Inc. (TTI),United States,Fossil Fuels Companies
Texas Gulf Energy Inc. (TXGE),United States,Fossil Fuels Companies
Texas Jack Oil & Gas Corp. (TXJK),United States,Fossil Fuels Companies
Texas Pacific Land Trust (9TP),Germany,Fossil Fuels Companies
Texas South Energy Inc. (TXSO),United States,Fossil Fuels Companies
Texhoma Energy Inc. (TXHE),United States,Fossil Fuels Companies
TGS-NOPEC Geophysical Co. ASA (TGC),Germany,Fossil Fuels Companies
TGS-NOPEC Geophysical Co. ASA (TGS),Norway,Fossil Fuels Companies
TGS-NOPEC Geophysical Co. ASA (63648),Sweden,Fossil Fuels Companies
TGS-NOPEC Geophysical Co. ASA ADR (TGSGY),United States,Fossil Fuels Companies
TH Heavy Engineering Bhd (THHEAVY),Malaysia,Fossil Fuels Companies
Thai Oil PCL (TOP),Thailand,Fossil Fuels Companies
Thai Oil PCL Fgn (TOIPF),United States,Fossil Fuels Companies
Thai Oil PCL Fgn (LQZ),Germany,Fossil Fuels Companies
Thai Oil PCL NVDR (TOP-R),Thailand,Fossil Fuels Companies
Thalassa Holdings Ltd. (THAL),United Kingdom,Fossil Fuels Companies
Thred Ltd. (THD),Australia,Fossil Fuels Companies
Tide Water Oil (India) Ltd. (590005),India,Fossil Fuels Companies
Tidelands Royalty Trust B (TIRTZ),United States,Fossil Fuels Companies
Tidewater Inc. (TDW),Germany,Fossil Fuels Companies
Tidewater Inc. (TDW),United States,Fossil Fuels Companies
Tidewater Midstream & Infrastructure Ltd. (TWM),Canada,Fossil Fuels Companies
Tiger Oil & Energy Inc. (TGRO),United States,Fossil Fuels Companies
Titan Energy LLC (TTEN),United States,Fossil Fuels Companies
Titan Logix Corp. (TLA),Canada,Fossil Fuels Companies
Titan Logix Corp. (TPCFF),United States,Fossil Fuels Companies
Titan Oil & Gas Inc. (TNGS),United States,Fossil Fuels Companies
Titan Petrochemicals Group Ltd. (1192),Hong Kong,Fossil Fuels Companies
Toa Oil Co. Ltd. (5008),Japan,Fossil Fuels Companies
TomCo Energy PLC (TOM),United Kingdom,Fossil Fuels Companies
TonenGeneral Sekiyu K.K. (5012),Japan,Fossil Fuels Companies
Tong Oil Tools Co. Ltd. (300164),China,Fossil Fuels Companies
Topaz Resources Inc. (TOPZ),United States,Fossil Fuels Companies
Torc Oil & Gas Ltd. (VREYF),United States,Fossil Fuels Companies
Torc Oil & Gas Ltd. (TOG),Canada,Fossil Fuels Companies
Torchlight Energy Resources Inc. (TRCH),United States,Fossil Fuels Companies
Torchlight Energy Resources Inc. (1TO),Germany,Fossil Fuels Companies
Toro Oil & Gas Ltd. (TOO),Canada,Fossil Fuels Companies
Toscana Energy Income Corp. (TEI),Canada,Fossil Fuels Companies
Total Energy Services Inc. (TOT),Canada,Fossil Fuels Companies
Total Gabon S.A. (EC),France,Fossil Fuels Companies
Total S.A. (TTFNF),United States,Fossil Fuels Companies
Total S.A. (FP),France,Fossil Fuels Companies
Total S.A. (TOTB),United States,Fossil Fuels Companies
Total S.A. (TOTAL),Hungary,Fossil Fuels Companies
Total S.A. (TOT),Italy,Fossil Fuels Companies
Total S.A. ADR (TOTN),Mexico,Fossil Fuels Companies
Total S.A. ADR (TOT),United States,Fossil Fuels Companies
Total S.A. ADR (TOTA),United States,Fossil Fuels Companies
Touchstone Exploration Inc. (TXP),Canada,Fossil Fuels Companies
Touchstone Exploration Inc. (PBEGF),United States,Fossil Fuels Companies
Tourmaline Oil Corp. (TOU),Canada,Fossil Fuels Companies
Tourmaline Oil Corp. (TRMLF),United States,Fossil Fuels Companies
Tower Resources PLC (TRP),United Kingdom,Fossil Fuels Companies
Tower Resources PLC (RTWRF),United States,Fossil Fuels Companies
Trans Energy Inc. (TENG),United States,Fossil Fuels Companies
TransAmerican Energy Inc. (TAE.H),Canada,Fossil Fuels Companies
Trans-Asia Petroleum Corp. (TAPET),Philippines,Fossil Fuels Companies
TransAtlantic Petroleum Ltd. (TNP),Canada,Fossil Fuels Companies
TransAtlantic Petroleum Ltd. (TAT),United States,Fossil Fuels Companies
TransCanada Corp. (TRP),United States,Fossil Fuels Companies
TransCanada Corp. (TRP),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. 1st Pfd. Series 2 (TNCAF),United States,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. 1st Pfd. Series 6 (TRP.PR.I),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. First Pfd. Series 11 (TRP.PR.G),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. First Pfd. Series 13 (TRP.PR.J),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. First Pfd. Series 4 (TRP.PR.H),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. First Pfd. Series 5 (TCANF),United States,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. Pfd. Series 2 (TRP.PR.F),Canada,Fossil Fuels Companies
TransCanada Corp. Cum. Redeem. Pfd. Series 9 (TRP.PR.E),Canada,Fossil Fuels Companies
TransCanada Corp. Pfd. Series 1 (TRP.PR.A),Canada,Fossil Fuels Companies
TransCanada Corp. Pfd. Series 3 (TRP.PR.B),Canada,Fossil Fuels Companies
TransCanada Corp. Pfd. Series 5 (TRP.PR.C),Canada,Fossil Fuels Companies
TransCanada Corp. Pfd. Series 7 (TRP.PR.D),Canada,Fossil Fuels Companies
Transerv Energy Ltd. (TSV),Australia,Fossil Fuels Companies
TransGlobe Energy Corp. (TGA),United States,Fossil Fuels Companies
TransGlobe Energy Corp. (TGL),Canada,Fossil Fuels Companies
Transmontaigne Partners L.P. (TLP),United States,Fossil Fuels Companies
Iluka Resources Ltd. ADR (ILKAY),United States,Mining & Metals Companies
Image Resources N.L. (IMA),Australia,Mining & Metals Companies
Imerys (NK),France,Mining & Metals Companies
Imetal Resources I Inc. (IMR),Canada,Mining & Metals Companies
i-minerals inc. (IMAHF),United States,Mining & Metals Companies
I-minerals inc. (6IM),Germany,Mining & Metals Companies
I-Minerals Inc. (IMA),Canada,Mining & Metals Companies
Impact Minerals Ltd. (IPT),Australia,Mining & Metals Companies
Impact Silver Corp. (IKL),Germany,Mining & Metals Companies
Impact Silver Corp. (IPT),Canada,Mining & Metals Companies
Impact Silver Corp. (ISVLF),United States,Mining & Metals Companies
Impala Platinum Holdings Ltd. (IPHB),Germany,Mining & Metals Companies
Impala Platinum Holdings Ltd. (IMP),South Africa,Mining & Metals Companies
Impala Platinum Holdings Ltd. ADR (IPH1),Germany,Mining & Metals Companies
Impala Platinum Holdings Ltd. ADR (IMPUY),United States,Mining & Metals Companies
Imperial Metals Corp. (IPMLF),United States,Mining & Metals Companies
Imperial Metals Corp. (III),Canada,Mining & Metals Companies
Impex Ferro Tech Ltd. (532614),India,Mining & Metals Companies
ImpexMetal S.A. (IPX),Poland,Mining & Metals Companies
Inca Minerals Ltd. (ICG),Australia,Mining & Metals Companies
Inca One Gold Corp. (INCAF),United States,Mining & Metals Companies
Inca One Gold Corp. (IO),Canada,Mining & Metals Companies
Inca One Gold Corp. (SU91),Germany,Mining & Metals Companies
Inception Mining Inc. (IMII),United States,Mining & Metals Companies
Indal Aluminium Industry (INAI),Indonesia,Mining & Metals Companies
Independence Gold Corp. (IGO),Canada,Mining & Metals Companies
Independence Gold Corp. (IEGCF),United States,Mining & Metals Companies
Independence Group N.L. (IDZ),Germany,Mining & Metals Companies
Independence Group N.L. (IPGDF),United States,Mining & Metals Companies
Independence Group N.L. (IGO),Australia,Mining & Metals Companies
India Steel Works Ltd. (513361),India,Mining & Metals Companies
Indian Link Chain Manufacturers Ltd. (504746),India,Mining & Metals Companies
Indian Metals & Ferro Alloys Ltd. (533047),India,Mining & Metals Companies
Indiana Resources Ltd. (IDA),Australia,Mining & Metals Companies
Indiana Resources Ltd. (GDM),Germany,Mining & Metals Companies
Indico Resources Ltd. (IDI),Canada,Mining & Metals Companies
Indigo Exploration Inc. (IXI),Canada,Mining & Metals Companies
Indika Energy (INDY),Indonesia,Mining & Metals Companies
Indo Mines Ltd. (FZ9),Germany,Mining & Metals Companies
Indo Tambangraya Megah (ITMG),Indonesia,Mining & Metals Companies
Indo Tambangraya Megah ADR (ITAYY),United States,Mining & Metals Companies
Indsil Hydro Power & Manganese Ltd. (522165),India,Mining & Metals Companies
Inducto Steel Ltd. (532001),India,Mining & Metals Companies
Industrias CH S.A.B. de C.V. Series B (ICHB),Mexico,Mining & Metals Companies
Industrias CH S.A.B. de C.V. Series B (ICHBF),United States,Mining & Metals Companies
Industrias Penoles S.A.B. de C.V. (4FO),Germany,Mining & Metals Companies
Industrias Penoles S.A.B. de C.V. (PE&OLES),Mexico,Mining & Metals Companies
Industrias Penoles S.A.B. de C.V. (IPOAF),United States,Mining & Metals Companies
Inform Resources Corp. (IRR),Canada,Mining & Metals Companies
Informed Technologies India Ltd. (504810),India,Mining & Metals Companies
